#n_l	N_0	probability

1.42399	0.2775	0
1.42492	0.2775	0
1.42586	0.2775	0
1.4268	0.2775	0
1.42773	0.2775	0
1.42867	0.2775	0
1.4296	0.2775	0
1.43054	0.2775	0
1.43148	0.2775	0
1.43241	0.2775	0
1.43335	0.2775	0
1.43428	0.2775	0
1.43522	0.2775	0
1.43616	0.2775	0
1.43709	0.2775	0
1.43803	0.2775	0
1.43896	0.2775	0
1.4399	0.2775	0
1.44084	0.2775	0
1.44177	0.2775	0
1.44271	0.2775	0
1.44364	0.2775	0
1.44458	0.2775	0
1.44552	0.2775	0
1.44645	0.2775	0
1.44739	0.2775	0
1.44832	0.2775	0
1.44926	0.2775	0
1.4502	0.2775	0
1.45113	0.2775	0
1.40527	0.2925	0
1.4062	0.2925	0
1.40714	0.2925	0
1.40808	0.2925	0
1.40901	0.2925	0
1.40995	0.2925	0
1.41088	0.2925	0
1.41182	0.2925	0
1.41276	0.2925	0
1.41369	0.2925	0
1.41463	0.2925	0
1.41556	0.2925	0
1.4165	0.2925	0
1.41744	0.2925	0
1.41837	0.2925	0
1.41931	0.2925	0
1.42024	0.2925	0
1.42118	0.2925	0
1.42212	0.2925	0
1.42305	0.2925	0
1.42399	0.2925	0
1.42492	0.2925	0
1.42586	0.2925	0
1.4268	0.2925	0
1.42773	0.2925	0
1.42867	0.2925	0
1.4296	0.2925	0
1.43054	0.2925	0
1.43148	0.2925	0
1.43241	0.2925	0
1.43335	0.2925	0
1.43428	0.2925	0
1.43522	0.2925	0
1.43616	0.2925	0
1.43709	0.2925	0
1.43803	0.2925	0
1.43896	0.2925	0
1.4399	0.2925	0
1.44084	0.2925	0
1.44177	0.2925	0
1.44271	0.2925	0
1.44364	0.2925	0
1.44458	0.2925	0
1.44552	0.2925	0
1.44645	0.2925	0
1.44739	0.2925	0
1.44832	0.2925	0
1.44926	0.2925	0
1.4502	0.2925	0
1.45113	0.2925	0
