#n_l	theta_0	probability

1.42546	0.00057125	0
1.42633	0.00057125	0
1.4272	0.00057125	0
1.42807	0.00057125	0
1.42894	0.00057125	0
1.42981	0.00057125	0
1.43068	0.00057125	0
1.43155	0.00057125	0
1.43242	0.00057125	0
1.43329	0.00057125	0
1.43416	0.00057125	0
1.43503	0.00057125	0
1.4359	0.00057125	0
1.43677	0.00057125	0
1.43764	0.00057125	0
1.43851	0.00057125	0
1.43939	0.00057125	0
1.44026	0.00057125	0
1.44113	0.00057125	0
1.442	0.00057125	0
1.44287	0.00057125	0
1.44374	0.00057125	0
1.44461	0.00057125	0
1.44548	0.00057125	0
1.40284	0.00057875	0
1.40371	0.00057875	0
1.40458	0.00057875	0
1.40545	0.00057875	0
1.40632	0.00057875	0
1.40719	0.00057875	0
1.40806	0.00057875	0
1.40893	0.00057875	0
1.4098	0.00057875	0
1.41067	0.00057875	0
1.41154	0.00057875	0
1.41241	0.00057875	0
1.41328	0.00057875	0
1.41415	0.00057875	0
1.41502	0.00057875	0
1.41589	0.00057875	0
1.41676	0.00057875	0
1.41763	0.00057875	0
1.4185	0.00057875	0
1.41937	0.00057875	0
1.42024	0.00057875	0
1.42111	0.00057875	0
1.42198	0.00057875	0
1.42285	0.00057875	0
1.42372	0.00057875	0
1.42459	0.00057875	0
1.42546	0.00057875	0
1.42633	0.00057875	0
1.4272	0.00057875	0
1.42807	0.00057875	0
1.42894	0.00057875	0
1.42981	0.00057875	0
1.43068	0.00057875	0
1.43155	0.00057875	0
1.43242	0.00057875	0
1.43329	0.00057875	0
1.43416	0.00057875	0
1.43503	0.00057875	0
1.4359	0.00057875	0
1.43677	0.00057875	0
1.43764	0.00057875	0
1.43851	0.00057875	0
1.43939	0.00057875	0
1.44026	0.00057875	0
1.44113	0.00057875	0
1.442	0.00057875	0
1.44287	0.00057875	0
1.44374	0.00057875	0
1.44461	0.00057875	0
1.44548	0.00057875	0
1.40284	0.00058625	0
1.40371	0.00058625	0
1.40458	0.00058625	0
1.40545	0.00058625	0
1.40632	0.00058625	0
1.40719	0.00058625	0
1.40806	0.00058625	0
1.40893	0.00058625	0
1.4098	0.00058625	0
1.41067	0.00058625	0
1.41154	0.00058625	0
1.41241	0.00058625	0
1.41328	0.00058625	0
1.41415	0.00058625	0
1.41502	0.00058625	0
1.41589	0.00058625	0
1.41676	0.00058625	0
1.41763	0.00058625	0
1.4185	0.00058625	0
1.41937	0.00058625	0
1.42024	0.00058625	0
1.42111	0.00058625	0
1.42198	0.00058625	0
1.42285	0.00058625	0
1.42372	0.00058625	0
1.42459	0.00058625	0
1.42546	0.00058625	0
1.42633	0.00058625	0
1.4272	0.00058625	0
1.42807	0.00058625	0
1.42894	0.00058625	0
1.42981	0.00058625	0
1.43068	0.00058625	0
1.43155	0.00058625	0
1.43242	0.00058625	0
1.43329	0.00058625	0
1.43416	0.00058625	0
1.43503	0.00058625	0
1.4359	0.00058625	0
1.43677	0.00058625	0
1.43764	0.00058625	0
1.43851	0.00058625	0
1.43939	0.00058625	0
1.44026	0.00058625	0
1.44113	0.00058625	0
1.442	0.00058625	0
1.44287	0.00058625	0
1.44374	0.00058625	0
1.44461	0.00058625	0
1.44548	0.00058625	0
